,name,long,lat,df_name,cat1,cat2,cat1_name,cat2_name
340,,9.16816392488,45.4653198204,distr,Alimentare|Non Alimentare,,settore_merceologico,
341,pam,9.2306926661,45.4968678792,distr,,,settore_merceologico,
342,aica concessionaria fiat,,,distr,non alimentare,,settore_merceologico,
343,della fonte,9.16012985311,45.466410483,distr,non alimentare,,settore_merceologico,
344,,9.18067009676,45.4969564335,distr,non alimentare,,settore_merceologico,
345,a. bellomi,9.23037157618,45.4672492787,distr,non alimentare,,settore_merceologico,
346,avalon,9.20579355469,45.4814221453,distr,non alimentare,,settore_merceologico,
347,emporio isola,9.16850172059,45.4799273126,distr,non alimentare,,settore_merceologico,
348,frigerio gomme,9.22440518383,45.467450592,distr,non alimentare,,settore_merceologico,
349,buffwtti,9.17832348581,45.4680241796,distr,non alimentare,,settore_merceologico,
350,alviero martini,9.19403268064,45.4670567704,distr,non alimentare,,settore_merceologico,
351,,9.18705860213,45.4678347507,distr,non alimentare,,settore_merceologico,
352,,9.17406217788,45.4539643149,distr,non alimentare,,settore_merceologico,
353,blockbuster,9.21707217499,45.4648736882,distr,alimentare|non alimentare,,settore_merceologico,
354,,9.20779561711,45.4481459736,distr,non alimentare,,settore_merceologico,
355,giaguaro srl,9.16660765925,45.4443452004,distr,non alimentare,,settore_merceologico,
356,golf house,9.12223683503,45.500643618,distr,non alimentare,,settore_merceologico,
357,,9.19449583174,45.4676140078,distr,non alimentare,,settore_merceologico,
358,,9.12876382525,45.5113900668,distr,non alimentare,,settore_merceologico,
359,punto sma,9.15501399829,45.4682898025,distr,alimentare|non alimentare,,settore_merceologico,
360,,9.21401672582,45.4931814531,distr,non alimentare,,settore_merceologico,
361,,9.22067117003,45.5000583181,distr,Alimentare|Non Alimentare,,settore_merceologico,
362,,9.1991931706,45.441408119,distr,Non Alimentare,,settore_merceologico,
363,armani/emporio armani,9.19310030281,45.4705617955,distr,non alimentare,,settore_merceologico,
364,,9.16231127065,45.5285156456,distr,non alimentare,,settore_merceologico,
365,,9.19466912545,45.4738648153,distr,Non Alimentare,,settore_merceologico,
366,,9.15494706707,45.4548096997,distr,Alimentare|Non Alimentare,,settore_merceologico,
367,,9.20350666199,45.4794945469,distr,non alimentare,,settore_merceologico,
368,,9.18441118366,45.4686371987,distr,Non Alimentare,,settore_merceologico,
369,,9.23449163685,45.4836322035,distr,non alimentare,,settore_merceologico,
370,antiquario,9.19381795634,45.4652037908,distr,Non Alimentare|Alimentare,,settore_merceologico,
371,,9.1961237633,45.4708297304,distr,Non Alimentare,,settore_merceologico,
372,armani/armani jeans,9.19310030281,45.4705617955,distr,non alimentare,,settore_merceologico,
373,,9.23293024157,45.4988362713,distr,non alimentare,,settore_merceologico,
374,boggi milano e brian berr,9.21599060733,45.4850964857,distr,non alimentare,,settore_merceologico,
375,citroen,9.16143462385,45.460953663,distr,non alimentare,,settore_merceologico,
376,,9.20264124326,45.4823738583,distr,Alimentare|Non Alimentare,,settore_merceologico,
377,bbb,9.19716253743,45.4665824301,distr,Non Alimentare,,settore_merceologico,
378,,9.22362004876,45.5097969166,distr,non alimentare,,settore_merceologico,
379,,9.19421296043,45.465321535,distr,Non Alimentare,,settore_merceologico,
380,,9.18650926498,45.4627341212,distr,non alimentare,,settore_merceologico,
381,hb casa,9.15231360602,45.4903190921,distr,non alimentare,,settore_merceologico,
382,liu.jo,9.19641794443,45.4656447574,distr,Non Alimentare,,settore_merceologico,
383,,9.19624915741,45.4672859904,distr,Non Alimentare,,settore_merceologico,
384,,9.22351725298,45.5049027335,distr,non alimentare,,settore_merceologico,
385,,9.21365051739,45.4526847773,distr,non alimentare,,settore_merceologico,
386,,9.19857786736,45.4682189192,distr,Non Alimentare,,settore_merceologico,
387,,9.21452284123,45.465827193,distr,non alimentare,,settore_merceologico,
388,,9.21192329324,45.4587173577,distr,non alimentare,,settore_merceologico,
389,emporio del libro,9.21077749677,45.4797559003,distr,non alimentare,,settore_merceologico,
390,,9.16235857751,45.4370529398,distr,non alimentare,,settore_merceologico,
391,tecno,9.19299170384,45.4694960471,distr,non alimentare,,settore_merceologico,
392,centro moda l E m,,,distr,non alimentare,,settore_merceologico,
393,,9.15200877164,45.4912947818,distr,non alimentare,,settore_merceologico,
394,,9.18169184285,45.4911477759,distr,Non Alimentare,,settore_merceologico,
395,canali,9.19380558124,45.4673442398,distr,non alimentare,,settore_merceologico,
396,piaggio,9.16409713044,45.4814199392,distr,non alimentare,,settore_merceologico,
397,,9.18743781412,45.4819253615,distr,non alimentare,,settore_merceologico,
398,,9.14784913946,45.5002514567,distr,Non Alimentare,,settore_merceologico,
399,sisley,9.19718089504,45.4656742027,distr,non alimentare,,settore_merceologico,
400,spazio fitecarraldo,9.2011971766,45.4526162396,distr,non alimentare,,settore_merceologico,
401,,9.2093272695,45.4790869197,distr,Non Alimentare,,settore_merceologico,
402,di per di,9.17819218632,45.4552961699,distr,alimentare|non alimentare,,settore_merceologico,
403,,,,distr,non alimentare,,settore_merceologico,
404,sagam,9.21000450006,45.5219747124,distr,non alimentare,,settore_merceologico,
405,tecno,9.19299170384,45.4694960471,distr,non alimentare,,settore_merceologico,
406,,9.18952035408,45.4509708986,distr,Non Alimentare,,settore_merceologico,
407,,9.15966873438,45.4663731309,distr,Non Alimentare,,settore_merceologico,
408,smart,,,distr,non alimentare,,settore_merceologico,
409,guess,,,distr,non alimentare,,settore_merceologico,
410,,,,distr,non alimentare,,settore_merceologico,
411,,9.21178486117,45.4683015983,distr,non alimentare,,settore_merceologico,
412,autogiolli,9.17904321802505,45.4424760697544,distr,non alimentare,,settore_merceologico,
413,mercedes benz milano,9.21923127845,45.4881748036,distr,non alimentare,,settore_merceologico,
414,,,,distr,non alimentare,,settore_merceologico,
415,prodotti per non vedenti,9.16271045747,45.4795135764,distr,non alimentare,,settore_merceologico,
416,,9.1690758744,45.5168322479,distr,non alimentare,,settore_merceologico,
417,,9.20930991188,45.4595755155,distr,non alimentare,,settore_merceologico,
418,,9.19641315248,45.4667906666,distr,Non Alimentare,,settore_merceologico,
419,,9.1950186067,45.46850189,distr,Non Alimentare,,settore_merceologico,
420,carrefour,,,distr,alimentare|non alimentare,,settore_merceologico,
421,versace,9.19498723566,45.4683546491,distr,alimentare|non alimentare,,settore_merceologico,
422,,9.21916952985211,45.4980436142578,distr,non alimentare,,settore_merceologico,
423,,9.17045334248,45.5210172896,distr,non alimentare,,settore_merceologico,
424,,9.19734753190108,45.463698154223,distr,Non Alimentare,,settore_merceologico,
425,stefanel,9.1895970373,45.46478924,distr,non alimentare,,settore_merceologico,
426,farmacia,,,distr,tabella speciale farmacie,,settore_merceologico,
427,,9.13874557093,45.4982247987,distr,Non Alimentare,,settore_merceologico,
428,alberto germani sportrend,9.16414278041,45.466107746,distr,non alimentare,,settore_merceologico,
429,armani/emporio armani,9.19310030281,45.4705617955,distr,non alimentare,,settore_merceologico,
430,,9.21326157895,45.482505165,distr,non alimentare,,settore_merceologico,
431,,9.21196301483,45.4812031394,distr,Alimentare|Non Alimentare,,settore_merceologico,
432,co. import,9.18953971646,45.462297017,distr,non alimentare,,settore_merceologico,
433,,9.19597570544,45.4675141575,distr,Non Alimentare,,settore_merceologico,
434,,9.18443632451,45.4608369753,distr,Non Alimentare,,settore_merceologico,
435,,,,distr,non alimentare,,settore_merceologico,
436,,9.18289417471,45.4520219489,distr,non alimentare,,settore_merceologico,
437,di x di il supermercato,,,distr,alimentare|non alimentare,,settore_merceologico,
438,melchionni diffusione,9.22702472603,45.5169606741,distr,non alimentare,,settore_merceologico,
439,meazza,9.18142010981,45.4613542653,distr,non alimentare,,settore_merceologico,
440,,9.16258005701,45.4778399909,distr,non alimentare,,settore_merceologico,
441,punto market,9.15333080082,45.4415972383,distr,alimentare|non alimentare,,settore_merceologico,
442,carrefour,9.18173635775,45.4716204823,distr,Alimentare|non alimentare,,settore_merceologico,
443,,9.19806755977,45.4676315083,distr,Non Alimentare,,settore_merceologico,
444,,,,distr,Alimentare|Non Alimentare,,settore_merceologico,
445,,9.18925350874,45.4838533522,distr,Non Alimentare,,settore_merceologico,
446,,9.20656693104,45.5223569879,distr,Non Alimentare|Alimentare,,settore_merceologico,
447,gold market,9.21995025547,45.4905103523,distr,non alimentare,,settore_merceologico,
448,frette,9.19142919133,45.4691468758,distr,non alimentare,,settore_merceologico,
449,,9.17371067301,45.4421213563,distr,non alimentare,,settore_merceologico,
450,euronics,9.20083907192,45.4768221985,distr,non alimentare,,settore_merceologico,
451,,9.1843239011,45.4664988951,distr,Non Alimentare,,settore_merceologico,
452,,9.20051142077,45.4702740118,distr,Non Alimentare,,settore_merceologico,
453,mitsubishi motors,9.13688538352,45.4969350752,distr,non alimentare,,settore_merceologico,
454,,9.19291029107,45.4867669053,distr,non alimentare,,settore_merceologico,
455,,9.20023654907,45.4677458539,distr,non alimentare,,settore_merceologico,
456,,9.19262893639,45.4647815552,distr,alimentare|Non Alimentare,,settore_merceologico,
457,centro botanico,9.18001819471,45.4598737897,distr,alimentare|non alimentare,,settore_merceologico,
458,,9.19463777856,45.4688506632,distr,Non Alimentare,,settore_merceologico,
459,,9.2179780935,45.4614060718,distr,non alimentare,,settore_merceologico,
460,,,,distr,Alimentare|Non Alimentare,,settore_merceologico,
461,,9.16005162905,45.4838222777,distr,non alimentare,,settore_merceologico,
462,,9.20531394717,45.4442437447,distr,non alimentare,,settore_merceologico,
463,,9.16356793105,45.4443041302,distr,Non Alimentare,,settore_merceologico,
464,,9.20021008437,45.4399239681,distr,Non Alimentare|Alimentare,,settore_merceologico,
465,tod s,9.19732147464,45.469840029,distr,non alimentare,,settore_merceologico,
466,,9.14484615181,45.467178152,distr,alimentare|non alimentare,,settore_merceologico,
467,f.lli civeni ass. e vend.,9.1519281244,45.4708952674,distr,non alimentare,,settore_merceologico,
468,,9.18600355896,45.4617618562,distr,Non Alimentare,,settore_merceologico,
469,,9.19443005784,45.4678713143,distr,Non Alimentare,,settore_merceologico,
470,giussani,9.1737896876,45.5139184104,distr,non alimentare,,settore_merceologico,
471,,9.21044858924,45.4800432417,distr,Non Alimentare,,settore_merceologico,
472,,9.12889555243,45.4667382326,distr,alimentare|non alimentare,,settore_merceologico,
473,,,,distr,non alimentare,,settore_merceologico,
474,,9.17950486162,45.4480815994,distr,non alimentare,,settore_merceologico,
475,cervi arredamenti,,,distr,non alimentare,,settore_merceologico,
476,gianni campagna,9.2019457447,45.4719819715,distr,non alimentare,,settore_merceologico,
477,larusmiani,9.19506919723,45.4679595965,distr,non alimentare,,settore_merceologico,
478,cdc poin spa,9.19231494938,45.4970095113,distr,non alimentare,,settore_merceologico,
479,,9.24394920598,45.455243169,distr,non alimentare,,settore_merceologico,
480,,9.15242088105,45.4347631378,distr,Non Alimentare,,settore_merceologico,
481,,9.22236044592,45.513076447,distr,non alimentare,,settore_merceologico,
482,conbipel,9.15373450593,45.4671018465,distr,non alimentare,,settore_merceologico,
483,prada,9.19573001648,45.4678896016,distr,non alimentare,,settore_merceologico,
484,,9.18600320658,45.4659922188,distr,Non Alimentare,,settore_merceologico,
485,,9.18418525561,45.4574439024,distr,non alimentare,,settore_merceologico,
486,,9.1967432303,45.4676028887,distr,Non Alimentare,,settore_merceologico,
487,punto sma,,,distr,alimentare|non alimentare,,settore_merceologico,
488,,,,distr,Non Alimentare,,settore_merceologico,
489,penny market,,,distr,Alimentare|non alimentare,,settore_merceologico,
490,,9.19343576768,45.4705548749,distr,Non Alimentare,,settore_merceologico,
491,,9.17237509198,45.4799600483,distr,Alimentare|Non Alimentare,,settore_merceologico,
492,m.c. selvini,9.21004304299,45.4686639195,distr,non alimentare,,settore_merceologico,
493,penny market,,,distr,alimentare|non alimentare,,settore_merceologico,
494,,9.0911587678,45.4663406703,distr,non alimentare,,settore_merceologico,
495,penny market,,,distr,Alimentare|Non Alimentare,,settore_merceologico,
496,vetrofania,9.19814399727,45.4650465176,distr,non alimentare,,settore_merceologico,
497,,9.1709211628,45.4771186365,distr,Alimentare|Non Alimentare,,settore_merceologico,
498,sveziacar spa,9.11635606794,45.4477935499,distr,non alimentare,,settore_merceologico,
499,,,,distr,non alimentare,,settore_merceologico,
500,,9.19489268447,45.4668537616,distr,Non Alimentare,,settore_merceologico,
501,,,,distr,non alimentare,,settore_merceologico,
502,,9.11672472216,45.4719983657,distr,Non Alimentare,,settore_merceologico,
503,,9.13738446697,45.4972114357,distr,non alimentare,,settore_merceologico,
504,,9.21000450006,45.5219747124,distr,non alimentare,,settore_merceologico,
505,,9.1796105683,45.465782706,distr,non alimentare,,settore_merceologico,
506,tessuti raponi,9.23736037309,45.4868751203,distr,non alimentare,,settore_merceologico,
507,,9.18287327083,45.460594816,distr,Alimentare|Non Alimentare,,settore_merceologico,
508,,9.1906702754,45.4650385364,distr,Non Alimentare,,settore_merceologico,
509,,,,distr,Non Alimentare,,settore_merceologico,
510,,9.20649289192,45.4755278834,distr,Non Alimentare,,settore_merceologico,
511,,9.08776056004,45.4764242108,distr,|Non Alimentare,,settore_merceologico,
512,,9.21985478661,45.437905863,distr,alimentare|non alimentare,,settore_merceologico,
513,,9.19066494117,45.4657397633,distr,Non Alimentare,,settore_merceologico,
514,corso europa emporio casa,9.19599185349,45.4636260258,distr,non alimentare,,settore_merceologico,
515,,9.15244916335,45.4621886033,distr,non alimentare,,settore_merceologico,
516,,9.1950186067,45.46850189,distr,Non Alimentare,,settore_merceologico,
517,geco sanitari,9.25304781064,45.5118970181,distr,non alimentare,,settore_merceologico,
518,,9.18742900719,45.4629031929,distr,non alimentare,,settore_merceologico,
519,lancia,9.1794009864,45.4453420305,distr,non alimentare,,settore_merceologico,
520,fondazione metropolitan,9.18861059039,45.4572397203,distr,non alimentare,,settore_merceologico,
521,galleria carla sozzani,9.18743781412,45.4819253615,distr,non alimentare,,settore_merceologico,
522,in s mercato,9.24118510714,45.4860223383,distr,alimentare,,settore_merceologico,
523,centro marmitte,9.17013669456,45.4418596241,distr,non alimentare,,settore_merceologico,
524,,9.16012476848,45.474394229,distr,Alimentare|Non Alimentare,,settore_merceologico,
525,white star adventure,9.19227519744,45.4672559033,distr,non alimentare,,settore_merceologico,
526,,9.14755146847,45.4902083015,distr,non alimentare,,settore_merceologico,
527,,9.21772429237524,45.4888277038404,distr,non alimentare,,settore_merceologico,
528,ipercoop,9.11479754273,45.495837865,distr,alimentare|non alimentare,,settore_merceologico,
529,,,,distr,Alimentare|Non Alimentare,,settore_merceologico,
530,,9.19227519744,45.4672559033,distr,non alimentare,,settore_merceologico,
531,,,,distr,non alimentare,,settore_merceologico,
532,,9.20615663435,45.4763359511,distr,non alimentare,,settore_merceologico,
533,,9.19558306348,45.4663578483,distr,non alimentare,,settore_merceologico,
534,,9.16044558184,45.4453112787,distr,non alimentare,,settore_merceologico,
535,,9.1843239011,45.4664988951,distr,Non Alimentare,,settore_merceologico,
536,,9.17535764048,45.4134472699,distr,Non Alimentare,,settore_merceologico,
537,,9.2394266817,45.4731985614,distr,non alimentare,,settore_merceologico,
538,chanel,,,distr,Non Alimentare,,settore_merceologico,
539,sony italia spa.,9.19310030281,45.4705617955,distr,non alimentare,,settore_merceologico,
540,,9.16012985311,45.466410483,distr,non alimentare,,settore_merceologico,
541,aspesi,,,distr,non alimentare,,settore_merceologico,
542,,9.13319173531,45.4684714216,distr,Non Alimentare,,settore_merceologico,
543,,9.16216076655,45.4664773043,distr,non alimentare,,settore_merceologico,
544,,,,distr,Non Alimentare,,settore_merceologico,
545,,9.1883833525,45.4634024323,distr,Non Alimentare|Alimentare,,settore_merceologico,
546,in s mercato,,,distr,alimentare|non alimentare,,settore_merceologico,
547,,9.22495003141,45.5148576093,distr,non alimentare,,settore_merceologico,
548,,,,distr,alimentare|non alimentare,,settore_merceologico,
549,,,,distr,non alimentare,,settore_merceologico,
550,,9.19467794375,45.4691390647,distr,Non Alimentare,,settore_merceologico,
551,,,,distr,Non Alimentare,,settore_merceologico,
552,,9.19227519744,45.4672559033,distr,Non Alimentare,,settore_merceologico,
553,,,,distr,Non Alimentare,,settore_merceologico,
554,,9.15613676602,45.4561226313,distr,Alimentare|Non Alimentare,,settore_merceologico,
555,,,,distr,Non Alimentare,,settore_merceologico,
556,,,,distr,Non Alimentare,,settore_merceologico,
557,,9.18955580719,45.4678384992,distr,Non Alimentare,,settore_merceologico,
558,,9.19986181769,45.4510187903,distr,Non Alimentare,,settore_merceologico,
559,,9.21439161184144,45.4616513349859,distr,Non Alimentare,,settore_merceologico,
560,,9.19505614726,45.4674242686,distr,Non Alimentare,,settore_merceologico,
561,special market dugan,9.20463815548,45.4548580098,distr,alimentare|non alimentare,,settore_merceologico,
562,in s mercato,9.13887395683,45.4992718423,distr,alimentare|non alimentare,,settore_merceologico,
563,in s mercato,9.22796489957,45.4935763434,distr,alimentare|non alimentare,,settore_merceologico,
564,penny market,,,distr,alimentare|non alimentare,,settore_merceologico,
565,in s mercato,9.22702472603,45.5169606741,distr,alimentare|non alimentare,,settore_merceologico,
566,prada,9.19618676691,45.4675290388,distr,non alimentare,,settore_merceologico,
567,,9.1539871842,45.4887401685,distr,non alimentare,,settore_merceologico,
568,,9.1881957576,45.464238686,distr,non alimentare,,settore_merceologico,
569,bassetti,9.20382852854,45.4527378606,distr,non alimentare,,settore_merceologico,
570,chateau d ax,9.21159536393,45.4466981782,distr,non alimentare,,settore_merceologico,
571,,9.24205947098,45.5054372141,distr,non alimentare,,settore_merceologico,
572,,9.19800321293,45.4642421515,distr,non alimentare,,settore_merceologico,
573,,9.18405845972,45.4733400033,distr,non alimentare,,settore_merceologico,
574,,9.18596186272,45.4942487865,distr,non alimentare,,settore_merceologico,
575,carrefour,,,distr,alimentare|non alimentare,,settore_merceologico,
576,il pentagono,9.17347581998,45.4435937189,distr,non alimentare,,settore_merceologico,
577,sma supermercati alimenta,,,distr,alimentare|non alimentare,,settore_merceologico,
578,unes,9.20898544377,45.4516809837,distr,alimentare|non alimentare,,settore_merceologico,
579,,9.16215633291,45.4642723536,distr,non alimentare,,settore_merceologico,
580,,9.25573473215,45.4875854265,distr,non alimentare,,settore_merceologico,
581,,9.13139313707,45.4994373748,distr,Non Alimentare,,settore_merceologico,
582,in s mercato,9.18792227297,45.4971365258,distr,alimentare|non alimentare,,settore_merceologico,
583,,9.1539871842,45.4887401685,distr,Non Alimentare|Alimentare,,settore_merceologico,
584,,9.19097061766,45.464787716,distr,non alimentare|tabella speciale monopolio,,settore_merceologico,
585,midas,9.11890652842,45.4447841699,distr,non alimentare,,settore_merceologico,
586,,9.18282462421,45.490344173,distr,non alimentare,,settore_merceologico,
587,,,,distr,non alimentare,,settore_merceologico,
588,,9.22738551036,45.5201832792,distr,Alimentare|Non Alimentare,,settore_merceologico,
589,,9.1673013946,45.4451299131,distr,non alimentare,,settore_merceologico,
590,in s mercato,,,distr,,,settore_merceologico,
591,,,,distr,Non Alimentare,,settore_merceologico,
592,sma centro freschezza,,,distr,alimentare|non alimentare,,settore_merceologico,
593,,9.17492858335,45.456967632,distr,non alimentare,,settore_merceologico,
594,,9.19543360178,45.465341227,distr,Non Alimentare,,settore_merceologico,
595,,9.18661936077,45.4485358297,distr,Alimentare|Non Alimentare,,settore_merceologico,
596,unes,9.15848075912,45.4732015587,distr,alimentare|non alimentare,,settore_merceologico,
597,unes,9.1570758632,45.4842900042,distr,alimentare|non alimentare,,settore_merceologico,
598,,9.12298124516,45.4458221918,distr,Non Alimentare,,settore_merceologico,
599,,9.19194800575,45.4926268186,distr,non alimentare,,settore_merceologico,
600,,,,distr,alimentare|non alimentare,,settore_merceologico,
601,coop,9.24457024225,45.4311961998,distr,alimentare|non alimentare,,settore_merceologico,
602,d. E g.,9.19815212887,45.4677381086,distr,non alimentare,,settore_merceologico,
603,,9.19319655369,45.4697416996,distr,Non Alimentare,,settore_merceologico,
604,,9.18888369444,45.4833032416,distr,Non Alimentare,,settore_merceologico,
605,,9.23293024157,45.4988362713,distr,non alimentare,,settore_merceologico,
606,,9.18374392461,45.4912000846,distr,non alimentare,,settore_merceologico,
607,penny market,,,distr,alimentare|non alimentare,,settore_merceologico,
608,,,,distr,Alimentare|Non Alimentare,,settore_merceologico,
609,varco spa.,9.17129673284,45.4360266325,distr,non alimentare,,settore_merceologico,
610,libreria del corso,9.21186115956,45.4814674766,distr,non alimentare,,settore_merceologico,
611,,9.22360795744892,45.4438574921051,distr,alimentare|non alimentare,,settore_merceologico,
612,,9.19843489637,45.4459704651,distr,Non Alimentare|Alimentare,,settore_merceologico,
613,fiat succ. vendita assist,9.12311043712,45.4993089464,distr,non alimentare,,settore_merceologico,
614,,9.19543360178,45.465341227,distr,Non Alimentare,,settore_merceologico,
615,,9.18651348665523,45.4648490413709,distr,Non Alimentare,,settore_merceologico,
616,penny market,,,distr,alimentare|non alimentare,,settore_merceologico,
617,,9.1416067426,45.4714084518,distr,Alimentare|Non Alimentare,,settore_merceologico,
618,,9.19713258636,45.4656162338,distr,Non Alimentare,,settore_merceologico,
619,,9.22455683655,45.4387641127,distr,Non Alimentare,,settore_merceologico,
620,sma supermercati alimenta,9.15087552832,45.4940224555,distr,alimentare|non alimentare,,settore_merceologico,
621,punto sma,9.18596186272,45.4942487865,distr,alimentare|non alimentare,,settore_merceologico,
622,,9.22318715646,45.506853349,distr,Non Alimentare,,settore_merceologico,
623,,9.18781400203,45.4630725364,distr,non alimentare,,settore_merceologico,
624,,9.19653183157,45.4689057379,distr,Non Alimentare,,settore_merceologico,
625,nuova eco srl.,9.22532608637,45.5026356969,distr,non alimentare,,settore_merceologico,
626,sma supermercati alimenta,9.16976876721,45.520186337,distr,alimentare|non alimentare,,settore_merceologico,
627,,9.18681189800946,45.4646080636514,distr,Non Alimentare,,settore_merceologico,
628,,,,distr,Non Alimentare|Alimentare,,settore_merceologico,
629,d E g.,9.19869319054,45.4683660114,distr,non alimentare,,settore_merceologico,
630,prada,,,distr,non alimentare,,settore_merceologico,
631,,9.15055682675,45.4907468073,distr,Non Alimentare,,settore_merceologico,
632,salmoiraghi vigano,9.19716253743,45.4665824301,distr,Non Alimentare,,settore_merceologico,
633,,9.14656440125,45.4908109428,distr,non alimentare,,settore_merceologico,
634,,,,distr,non alimentare,,settore_merceologico,
635,farmacia cassiodoro,9.16012476848,45.474394229,distr,Tabella speciale Farmacie|Alimentare|Non Alimentare,,settore_merceologico,
636,,9.09317726564,45.4588668031,distr,,,settore_merceologico,
637,,9.09317726564,45.4588668031,distr,non alimentare,,settore_merceologico,
638,,9.21509502018,45.4369689232,distr,non alimentare,,settore_merceologico,
639,,9.12298124516,45.4458221918,distr,Non Alimentare,,settore_merceologico,
640,land rover,9.15408924967,45.4543724077,distr,non alimentare,,settore_merceologico,
641,max E co,9.19451937464,45.4654671534,distr,non alimentare,,settore_merceologico,
642,bardelli,9.1794348192,45.4656172748,distr,non alimentare,,settore_merceologico,
643,natuzzi,9.19840459847,45.4650823653,distr,non alimentare,,settore_merceologico,
644,mango,9.18722243836,45.4627410547,distr,non alimentare,,settore_merceologico,
645,lidl,9.24119445733,45.4809062051,distr,alimentare|non alimentare,,settore_merceologico,
646,in s mercato,9.17389301467,45.4047468401,distr,alimentare|non alimentare,,settore_merceologico,
647,,9.15597785377,45.4394907645,distr,non alimentare,,settore_merceologico,
648,,,,distr,alimentare|non alimentare,,settore_merceologico,
649,,9.19335078016,45.4650438149,distr,Non Alimentare,,settore_merceologico,
650,,9.19685101867051,45.4631836729811,distr,Non Alimentare,,settore_merceologico,
651,,9.22455683655,45.4387641127,distr,non alimentare,,settore_merceologico,
652,,9.13803241329116,45.5073925941426,distr,non alimentare,,settore_merceologico,
653,,9.14717229594,45.4573439043,distr,non alimentare,,settore_merceologico,
654,penny market,,,distr,alimentare|non alimentare,,settore_merceologico,
655,,9.19104146636,45.4655501857,distr,Non Alimentare,,settore_merceologico,
656,koivu,9.19664640159,45.4642554048,distr,non alimentare,,settore_merceologico,
657,,9.20583219311,45.4520206444,distr,non alimentare,,settore_merceologico,
658,,9.21310297489,45.482713684,distr,Non Alimentare,,settore_merceologico,
659,,9.12718069495,45.4435479977,distr,non alimentare,,settore_merceologico,
660,germani sport,9.16177874297,45.4665033112,distr,non alimentare,,settore_merceologico,
661,,9.18756064209,45.480979113,distr,non alimentare,,settore_merceologico,
662,,,,distr,Non Alimentare,,settore_merceologico,
663,unes,9.22836267727,45.4847319611,distr,alimentare|non alimentare,,settore_merceologico,
664,valentino,9.19372555194,45.4695384318,distr,Non Alimentare,,settore_merceologico,
665,sma supermercati,9.2299931498,45.4627779907,distr,Non Alimentare,,settore_merceologico,
666,,9.1946145518,45.4657189454,distr,Non Alimentare,,settore_merceologico,
667,esselunga,9.15005352208,45.4739228123,distr,,,settore_merceologico,
668,,9.21904933408,45.443393151,distr,non alimentare,,settore_merceologico,
669,,9.16889017942,45.4502479923,distr,,,settore_merceologico,
670,pam,9.18209625707,45.4442657288,distr,alimentare|non alimentare,,settore_merceologico,
671,pam,9.21417957833,45.4829703585,distr,non alimentare|alimentare,,settore_merceologico,
672,,9.21789875697,45.4843736752,distr,non alimentare,,settore_merceologico,
673,,9.14396855089,45.4945492729,distr,alimentare|non alimentare,,settore_merceologico,
674,,9.23212536974791,45.4552043425859,distr,alimentare|non alimentare,,settore_merceologico,
675,,9.13385856601,45.4542392822,distr,non alimentare,,settore_merceologico,
676,,9.13884344466901,45.4950262264346,distr,tabella speciale carburanti,,settore_merceologico,
677,,9.15936215498,45.4935755124,distr,non alimentare,,settore_merceologico,
678,susa auto silo,9.22242529034308,45.468919486625,distr,non alimentare,,settore_merceologico,
679,,9.19931942693,45.4825301808,distr,non alimentare,,settore_merceologico,
680,,9.19498723566,45.4683546491,distr,non alimentare,,settore_merceologico,
681,,9.18855749725,45.4845388516,distr,alimentare|non alimentare,,settore_merceologico,
682,,9.16575856694,45.4455529866,distr,non alimentare,,settore_merceologico,
683,,9.14041213629,45.4505916439,distr,non alimentare,,settore_merceologico,
684,,9.19895305456,45.4856727578,distr,non alimentare,,settore_merceologico,
685,gs,,,distr,alimentare|non alimentare,,settore_merceologico,
